user_id,group,device,age_group,session_duration_sec,add_to_cart,checkout,purchased,order_value
U05289,treatment,desktop,25-34,119,0,0,0,0
U01472,control,desktop,35-44,93,1,1,1,188806
U03347,control,mobile,35-44,101,0,0,0,0
U06254,treatment,mobile,35-44,131,0,0,0,0
U02854,control,desktop,18-24,61,1,0,0,0
U08989,treatment,mobile,35-44,63,0,0,0,0
U09776,treatment,mobile,25-34,192,0,0,0,0
U06460,treatment,mobile,18-24,114,0,0,0,0
U04063,control,desktop,35-44,58,1,1,1,260039
U05864,treatment,mobile,25-34,85,0,0,0,0
U04307,control,mobile,18-24,119,1,0,0,0
U04878,control,desktop,25-34,133,1,1,0,0
U07250,treatment,mobile,18-24,100,1,0,0,0
U05274,treatment,desktop,25-34,166,1,0,0,0
U03991,control,mobile,18-24,84,0,0,0,0
U01050,control,mobile,45+,111,0,0,0,0
U06176,treatment,mobile,25-34,150,0,0,0,0
U06927,treatment,mobile,18-24,127,1,1,1,255518
U07865,treatment,mobile,35-44,111,0,0,0,0
U02036,control,mobile,35-44,98,0,0,0,0
U04040,control,mobile,18-24,144,0,0,0,0
U06876,treatment,mobile,35-44,129,0,0,0,0
U09355,treatment,mobile,18-24,123,1,1,0,0
U01973,control,mobile,18-24,85,0,0,0,0
U05073,treatment,mobile,35-44,139,0,0,0,0
U02100,control,mobile,35-44,114,0,0,0,0
U01500,control,desktop,35-44,114,0,0,0,0
U09613,treatment,mobile,25-34,143,0,0,0,0
U00653,control,mobile,18-24,110,0,0,0,0
U00171,control,desktop,25-34,123,0,0,0,0
U04086,control,mobile,18-24,116,0,0,0,0
U00243,control,desktop,25-34,51,0,0,0,0
U05711,treatment,mobile,45+,113,1,1,1,109498
U06973,treatment,mobile,25-34,108,0,0,0,0
U02757,control,mobile,18-24,138,1,1,1,132728
U06885,treatment,mobile,25-34,122,1,1,1,278399
U05447,treatment,mobile,25-34,62,0,0,0,0
U02077,control,mobile,25-34,145,1,0,0,0
U04104,control,mobile,35-44,93,0,0,0,0
U09560,treatment,desktop,25-34,85,0,0,0,0
U07572,treatment,mobile,35-44,141,1,1,1,327215
U09467,treatment,mobile,25-34,106,0,0,0,0
U04895,control,mobile,35-44,170,1,1,0,0
U06693,treatment,desktop,18-24,109,0,0,0,0
U08055,treatment,tablet,25-34,84,0,0,0,0
U05390,treatment,tablet,25-34,116,1,1,1,229075
U09374,treatment,mobile,25-34,88,1,1,1,88077
U08022,treatment,mobile,18-24,137,0,0,0,0
U08605,treatment,mobile,18-24,55,0,0,0,0
U04481,control,mobile,18-24,92,0,0,0,0
U08327,treatment,mobile,45+,160,0,0,0,0
U04079,control,desktop,35-44,105,0,0,0,0
U00641,control,mobile,25-34,85,1,0,0,0
U01271,control,desktop,25-34,62,0,0,0,0
U02779,control,mobile,35-44,79,0,0,0,0
U09498,treatment,mobile,25-34,69,0,0,0,0
U03862,control,desktop,35-44,119,1,1,1,194482
U03481,control,mobile,18-24,109,0,0,0,0
U01535,control,mobile,18-24,141,1,0,0,0
U00326,control,desktop,25-34,80,0,0,0,0
U02339,control,mobile,25-34,49,0,0,0,0
U03981,control,desktop,35-44,97,1,1,1,305656
U06878,treatment,desktop,18-24,96,1,1,1,121090
U04055,control,desktop,25-34,70,0,0,0,0
U02238,control,mobile,35-44,40,0,0,0,0
U07107,treatment,desktop,25-34,127,0,0,0,0
U09669,treatment,tablet,25-34,86,1,0,0,0
U04746,control,mobile,25-34,143,0,0,0,0
U00865,control,mobile,35-44,93,1,1,1,131995
U06204,treatment,mobile,35-44,193,0,0,0,0
U05509,treatment,desktop,18-24,60,1,0,0,0
U07430,treatment,desktop,25-34,129,1,1,1,196158
U00372,control,mobile,25-34,126,0,0,0,0
U06297,treatment,mobile,18-24,141,0,0,0,0
U05552,treatment,tablet,18-24,145,0,0,0,0
U05724,treatment,mobile,35-44,75,0,0,0,0
U05900,treatment,mobile,18-24,88,1,1,1,318031
U09288,treatment,desktop,35-44,135,0,0,0,0
U07872,treatment,mobile,25-34,135,0,0,0,0
U02365,control,mobile,25-34,117,0,0,0,0
U03214,control,desktop,25-34,83,0,0,0,0
U00912,control,mobile,45+,104,0,0,0,0
U09048,treatment,mobile,35-44,130,0,0,0,0
U09791,treatment,mobile,18-24,152,0,0,0,0
U07290,treatment,mobile,25-34,129,0,0,0,0
U09959,treatment,mobile,18-24,103,0,0,0,0
U06537,treatment,mobile,45+,123,0,0,0,0
U09193,treatment,desktop,18-24,134,0,0,0,0
U01424,control,mobile,18-24,46,0,0,0,0
U09808,treatment,tablet,35-44,132,1,1,0,0
U00480,control,mobile,25-34,101,0,0,0,0
U00663,control,desktop,35-44,122,0,0,0,0
U04477,control,mobile,45+,100,1,1,0,0
U08983,treatment,mobile,18-24,79,0,0,0,0
U08078,treatment,mobile,25-34,76,1,1,1,208522
U02989,control,desktop,35-44,134,1,0,0,0
U01120,control,mobile,25-34,114,0,0,0,0
U02777,control,mobile,25-34,128,0,0,0,0
U09836,treatment,desktop,18-24,188,0,0,0,0
U05004,treatment,mobile,45+,90,1,0,0,0
U06650,treatment,mobile,25-34,140,0,0,0,0
U07255,treatment,mobile,18-24,136,1,1,1,140885
U04428,control,mobile,35-44,22,1,1,0,0
U07432,treatment,desktop,25-34,127,0,0,0,0
U03982,control,desktop,25-34,84,0,0,0,0
U06352,treatment,desktop,25-34,121,1,1,1,282272
U02894,control,desktop,25-34,108,1,1,1,191414
U02670,control,mobile,25-34,143,0,0,0,0
U03978,control,mobile,35-44,85,0,0,0,0
U05260,treatment,tablet,18-24,111,1,1,1,144661
U00280,control,desktop,25-34,87,0,0,0,0
U06731,treatment,mobile,18-24,10,0,0,0,0
U06105,treatment,desktop,25-34,133,1,1,1,171169
U07021,treatment,mobile,25-34,97,0,0,0,0
U01695,control,mobile,25-34,98,1,1,1,148301
U08913,treatment,tablet,18-24,130,0,0,0,0
U03480,control,mobile,45+,96,0,0,0,0
U04417,control,mobile,25-34,149,1,1,1,209390
U07593,treatment,mobile,25-34,109,0,0,0,0
U06283,treatment,mobile,25-34,99,0,0,0,0
U05604,treatment,mobile,18-24,108,0,0,0,0
U08620,treatment,mobile,18-24,112,1,1,1,180705
U07781,treatment,desktop,25-34,115,0,0,0,0
U04297,control,mobile,35-44,75,1,0,0,0
U04594,control,mobile,25-34,51,0,0,0,0
U04845,control,mobile,18-24,104,1,1,0,0
U02210,control,desktop,35-44,134,0,0,0,0
U07606,treatment,mobile,25-34,104,1,1,1,214280
U05502,treatment,mobile,35-44,115,0,0,0,0
U00185,control,mobile,35-44,51,0,0,0,0
U04801,control,mobile,35-44,89,1,1,1,148446
U04846,control,mobile,25-34,94,1,1,1,117623
U02351,control,desktop,25-34,78,0,0,0,0
U00554,control,mobile,25-34,76,0,0,0,0
U01398,control,mobile,25-34,73,0,0,0,0
U01385,control,desktop,25-34,100,0,0,0,0
U09183,treatment,mobile,18-24,176,1,1,1,195481
U09818,treatment,mobile,18-24,51,0,0,0,0
U00298,control,mobile,25-34,157,0,0,0,0
U00444,control,mobile,45+,55,1,1,1,159978
U07339,treatment,mobile,25-34,93,1,1,0,0
U02078,control,mobile,25-34,67,0,0,0,0
U07816,treatment,mobile,25-34,88,1,1,1,125159
U02230,control,mobile,25-34,60,0,0,0,0
U02843,control,desktop,18-24,70,0,0,0,0
U02538,control,mobile,25-34,84,0,0,0,0
U08146,treatment,mobile,25-34,107,1,0,0,0
U09537,treatment,mobile,18-24,115,0,0,0,0
U06444,treatment,mobile,18-24,94,1,1,0,0
U03368,control,mobile,35-44,119,0,0,0,0
U04487,control,mobile,18-24,85,1,1,0,0
U02579,control,mobile,45+,152,0,0,0,0
U01132,control,mobile,35-44,87,1,1,0,0
U04819,control,desktop,25-34,153,0,0,0,0
U00321,control,mobile,18-24,45,0,0,0,0
U01372,control,mobile,25-34,133,0,0,0,0
U04043,control,mobile,45+,118,0,0,0,0
U09126,treatment,desktop,25-34,112,1,1,1,267674
U05146,treatment,desktop,35-44,76,1,0,0,0
U00908,control,mobile,35-44,94,0,0,0,0
U09427,treatment,desktop,18-24,109,1,0,0,0
U03951,control,mobile,18-24,109,0,0,0,0
U06146,treatment,desktop,25-34,111,0,0,0,0
U08887,treatment,desktop,25-34,101,0,0,0,0
U06696,treatment,tablet,25-34,96,1,1,1,190455
U04978,control,mobile,35-44,119,0,0,0,0
U06093,treatment,tablet,25-34,87,0,0,0,0
U08409,treatment,mobile,35-44,97,0,0,0,0
U00927,control,mobile,35-44,62,0,0,0,0
U06144,treatment,mobile,18-24,149,1,0,0,0
U00016,control,mobile,18-24,95,0,0,0,0
U00144,control,mobile,35-44,123,0,0,0,0
U02364,control,mobile,35-44,90,1,1,1,191893
U00130,control,mobile,35-44,97,0,0,0,0
U01162,control,mobile,25-34,96,0,0,0,0
U07552,treatment,mobile,18-24,130,1,1,1,245301
U06130,treatment,mobile,35-44,105,1,1,1,275758
U04666,control,desktop,35-44,81,0,0,0,0
U05661,treatment,desktop,35-44,56,0,0,0,0
U06461,treatment,desktop,35-44,128,0,0,0,0
U01877,control,mobile,18-24,106,0,0,0,0
U02489,control,mobile,25-34,149,0,0,0,0
U05328,treatment,desktop,25-34,115,0,0,0,0
U09362,treatment,desktop,25-34,124,0,0,0,0
U01183,control,desktop,18-24,90,0,0,0,0
U06136,treatment,mobile,25-34,114,0,0,0,0
U06378,treatment,mobile,18-24,89,0,0,0,0
U01171,control,desktop,18-24,122,1,0,0,0
U02183,control,mobile,35-44,103,1,0,0,0
U03372,control,mobile,25-34,80,0,0,0,0
U08041,treatment,mobile,35-44,123,0,0,0,0
U01860,control,desktop,25-34,78,1,1,1,129678
U04861,control,desktop,35-44,129,0,0,0,0
U09256,treatment,desktop,25-34,176,1,1,1,207786
U08346,treatment,desktop,18-24,196,1,0,0,0
U07348,treatment,mobile,18-24,70,0,0,0,0
U04865,control,mobile,25-34,100,1,0,0,0
U09887,treatment,mobile,45+,98,1,0,0,0
U06389,treatment,tablet,18-24,86,1,1,1,112887
U03122,control,mobile,25-34,46,0,0,0,0
U00388,control,mobile,45+,64,0,0,0,0
U07786,treatment,mobile,45+,171,0,0,0,0
U01033,control,mobile,35-44,95,1,1,0,0
U07853,treatment,desktop,25-34,141,0,0,0,0
U05419,treatment,mobile,25-34,65,0,0,0,0
U00932,control,desktop,25-34,76,1,0,0,0
U04020,control,mobile,25-34,80,0,0,0,0
U00692,control,mobile,18-24,45,0,0,0,0
U05299,treatment,mobile,25-34,86,1,1,1,209156
U06659,treatment,desktop,25-34,111,0,0,0,0
U00830,control,mobile,25-34,88,0,0,0,0
U03499,control,mobile,18-24,93,0,0,0,0
U02082,control,mobile,35-44,79,0,0,0,0
U09441,treatment,mobile,25-34,141,0,0,0,0
U00045,control,mobile,25-34,107,1,0,0,0
U03940,control,mobile,25-34,98,0,0,0,0
U05258,treatment,desktop,25-34,81,0,0,0,0
U08438,treatment,mobile,25-34,126,1,0,0,0
U04320,control,mobile,35-44,98,0,0,0,0
U02966,control,desktop,18-24,139,1,0,0,0
U03970,control,mobile,18-24,108,0,0,0,0
U01188,control,mobile,18-24,154,0,0,0,0
U00285,control,mobile,25-34,96,0,0,0,0
U08874,treatment,mobile,35-44,73,0,0,0,0
U04160,control,mobile,25-34,103,1,0,0,0
U03093,control,mobile,25-34,77,0,0,0,0
U04557,control,desktop,18-24,121,1,0,0,0
U04585,control,desktop,45+,63,1,1,1,255371
U04324,control,mobile,25-34,108,1,1,1,103940
U05505,treatment,desktop,18-24,89,1,0,0,0
U07075,treatment,mobile,18-24,120,1,1,1,181596
U03365,control,tablet,25-34,104,0,0,0,0
U08026,treatment,mobile,18-24,100,0,0,0,0
U03196,control,mobile,25-34,113,0,0,0,0
U08811,treatment,mobile,35-44,103,1,1,0,0
U00970,control,mobile,35-44,54,0,0,0,0
U03735,control,mobile,25-34,124,0,0,0,0
U00926,control,mobile,35-44,54,1,1,0,0
U09497,treatment,mobile,18-24,59,1,0,0,0
U06452,treatment,mobile,25-34,99,1,1,0,0
U08798,treatment,mobile,18-24,117,0,0,0,0
U02852,control,mobile,25-34,127,0,0,0,0
U05181,treatment,mobile,18-24,75,1,1,1,173218
U06724,treatment,mobile,18-24,181,0,0,0,0
U09323,treatment,tablet,18-24,150,0,0,0,0
U07811,treatment,desktop,18-24,104,1,1,1,166868
U04472,control,tablet,25-34,89,0,0,0,0
U05169,treatment,mobile,18-24,74,1,1,1,190107
U04349,control,desktop,25-34,108,0,0,0,0
U07904,treatment,mobile,25-34,90,1,1,1,330042
U03627,control,mobile,18-24,103,1,1,1,110979
U01790,control,mobile,25-34,103,0,0,0,0
U08294,treatment,desktop,25-34,160,0,0,0,0
U02060,control,mobile,45+,107,0,0,0,0
U04014,control,mobile,18-24,73,0,0,0,0
U01903,control,desktop,18-24,164,0,0,0,0
U05574,treatment,tablet,35-44,119,0,0,0,0
U06926,treatment,mobile,25-34,137,1,1,1,164686
U00076,control,desktop,25-34,104,1,1,0,0
U02346,control,desktop,18-24,79,1,0,0,0
U05485,treatment,desktop,35-44,87,0,0,0,0
U00431,control,mobile,25-34,88,0,0,0,0
U04587,control,mobile,18-24,103,0,0,0,0
U08100,treatment,mobile,18-24,118,1,0,0,0
U08458,treatment,mobile,25-34,130,0,0,0,0
U08157,treatment,mobile,18-24,143,0,0,0,0
U07894,treatment,mobile,18-24,105,0,0,0,0
U01554,control,desktop,18-24,101,1,0,0,0
U00241,control,tablet,45+,76,0,0,0,0
U00784,control,mobile,18-24,119,0,0,0,0
U03067,control,mobile,25-34,114,0,0,0,0
U00978,control,mobile,18-24,58,0,0,0,0
U02942,control,desktop,25-34,61,0,0,0,0
U05378,treatment,mobile,35-44,144,0,0,0,0
U04731,control,mobile,18-24,152,0,0,0,0
U01621,control,mobile,18-24,125,1,1,1,167384
U02147,control,mobile,35-44,108,1,1,1,374536
U01802,control,desktop,18-24,108,0,0,0,0
U02096,control,desktop,25-34,134,0,0,0,0
U06075,treatment,mobile,35-44,41,0,0,0,0
U05246,treatment,mobile,18-24,113,0,0,0,0
U01358,control,mobile,25-34,62,1,0,0,0
U08064,treatment,mobile,25-34,99,0,0,0,0
U06051,treatment,mobile,45+,107,1,1,1,228764
U08369,treatment,mobile,25-34,122,1,1,0,0
U06018,treatment,desktop,45+,84,0,0,0,0
U09932,treatment,mobile,18-24,153,1,1,1,213651
U08770,treatment,mobile,45+,100,0,0,0,0
U07504,treatment,desktop,25-34,151,0,0,0,0
U01610,control,mobile,25-34,119,0,0,0,0
U03097,control,tablet,18-24,104,1,1,1,359159
U09772,treatment,mobile,18-24,117,0,0,0,0
U02416,control,tablet,25-34,122,1,0,0,0
U02018,control,desktop,18-24,78,1,1,1,134002
U06019,treatment,mobile,35-44,137,0,0,0,0
U04126,control,desktop,45+,109,0,0,0,0
U09803,treatment,mobile,18-24,133,0,0,0,0
U03247,control,mobile,18-24,74,1,0,0,0
U00125,control,mobile,45+,10,0,0,0,0
U06426,treatment,desktop,18-24,176,1,0,0,0
U05309,treatment,mobile,45+,107,0,0,0,0
U07464,treatment,desktop,35-44,65,0,0,0,0
U09158,treatment,mobile,18-24,123,1,1,1,199306
U03342,control,mobile,25-34,129,0,0,0,0
U00599,control,mobile,25-34,41,0,0,0,0
U02124,control,mobile,35-44,96,0,0,0,0
U09499,treatment,mobile,18-24,110,0,0,0,0
U07686,treatment,desktop,25-34,116,1,1,1,77850
U07050,treatment,desktop,35-44,65,0,0,0,0
U09662,treatment,desktop,18-24,70,0,0,0,0
U02198,control,desktop,35-44,104,1,0,0,0
U04052,control,desktop,25-34,18,0,0,0,0
U06055,treatment,mobile,18-24,150,1,1,1,228327
U03363,control,desktop,18-24,93,0,0,0,0
U06852,treatment,desktop,25-34,113,0,0,0,0
U00726,control,desktop,25-34,101,0,0,0,0
U04935,control,mobile,25-34,109,1,1,1,181175
U00979,control,mobile,25-34,111,0,0,0,0
U00809,control,mobile,25-34,137,0,0,0,0
U09604,treatment,mobile,25-34,136,0,0,0,0
U01476,control,desktop,45+,64,0,0,0,0
U05936,treatment,mobile,18-24,74,0,0,0,0
U09037,treatment,mobile,35-44,115,0,0,0,0
U07336,treatment,mobile,25-34,95,1,0,0,0
U03963,control,mobile,25-34,113,0,0,0,0
U06423,treatment,mobile,25-34,94,1,0,0,0
U04906,control,mobile,25-34,42,0,0,0,0
U01236,control,mobile,35-44,79,0,0,0,0
U01226,control,desktop,25-34,96,0,0,0,0
U08050,treatment,mobile,25-34,125,0,0,0,0
U09279,treatment,mobile,25-34,73,1,1,1,209779
U08672,treatment,mobile,25-34,70,0,0,0,0
U05230,treatment,mobile,18-24,87,0,0,0,0
U06951,treatment,desktop,18-24,77,1,1,1,233201
U03218,control,mobile,25-34,92,1,0,0,0
U00288,control,mobile,18-24,113,0,0,0,0
U05024,treatment,mobile,25-34,116,0,0,0,0
U02967,control,desktop,18-24,100,1,0,0,0
U03165,control,mobile,25-34,133,0,0,0,0
U06004,treatment,mobile,35-44,89,0,0,0,0
U08888,treatment,mobile,25-34,135,1,1,1,145561
U01658,control,mobile,25-34,117,1,0,0,0
U01976,control,tablet,25-34,94,1,0,0,0
U02398,control,mobile,35-44,142,1,0,0,0
U00453,control,mobile,18-24,107,0,0,0,0
U08031,treatment,mobile,18-24,106,0,0,0,0
U04697,control,mobile,18-24,95,0,0,0,0
U03682,control,mobile,35-44,108,1,0,0,0
U00423,control,mobile,45+,149,0,0,0,0
U09726,treatment,mobile,35-44,111,1,0,0,0
U00658,control,mobile,35-44,159,0,0,0,0
U03302,control,tablet,18-24,51,1,0,0,0
U06395,treatment,mobile,45+,92,0,0,0,0
U02846,control,mobile,25-34,92,0,0,0,0
U08292,treatment,mobile,25-34,99,1,1,1,152454
U07498,treatment,mobile,35-44,111,1,0,0,0
U01002,control,mobile,18-24,101,0,0,0,0
U04199,control,mobile,25-34,116,1,1,0,0
U02419,control,mobile,18-24,128,0,0,0,0
U07483,treatment,mobile,25-34,138,0,0,0,0
U05707,treatment,mobile,25-34,135,1,0,0,0
U03848,control,mobile,25-34,10,0,0,0,0
U00962,control,desktop,45+,99,0,0,0,0
U01581,control,mobile,35-44,112,0,0,0,0
U05008,treatment,mobile,35-44,108,0,0,0,0
U02207,control,mobile,18-24,111,0,0,0,0
U06313,treatment,mobile,25-34,58,1,1,0,0
U09563,treatment,desktop,35-44,91,1,0,0,0
U04232,control,mobile,18-24,104,1,1,1,109748
U00758,control,mobile,25-34,144,0,0,0,0
U02285,control,mobile,18-24,76,1,1,1,162216
U06664,treatment,mobile,18-24,137,0,0,0,0
U04756,control,desktop,18-24,143,1,1,1,168205
U08212,treatment,mobile,18-24,74,0,0,0,0
U00808,control,tablet,45+,107,1,0,0,0
U06576,treatment,tablet,25-34,88,0,0,0,0
U07720,treatment,mobile,18-24,105,1,1,1,245002
U01957,control,desktop,25-34,69,0,0,0,0
U02446,control,mobile,35-44,74,0,0,0,0
U05876,treatment,mobile,18-24,93,0,0,0,0
U08164,treatment,mobile,25-34,119,0,0,0,0
U06139,treatment,mobile,35-44,86,0,0,0,0
U02403,control,mobile,25-34,151,0,0,0,0
U01074,control,mobile,25-34,134,1,1,1,95351
U06558,treatment,mobile,25-34,72,0,0,0,0
U04241,control,desktop,25-34,60,1,0,0,0
U08510,treatment,mobile,18-24,130,0,0,0,0
U02092,control,tablet,45+,100,0,0,0,0
U04528,control,desktop,18-24,97,0,0,0,0
U07203,treatment,desktop,35-44,90,1,0,0,0
U06796,treatment,mobile,45+,71,1,0,0,0
U07238,treatment,mobile,25-34,168,0,0,0,0
U07423,treatment,mobile,25-34,116,1,1,1,276523
U06850,treatment,mobile,18-24,87,1,1,1,167283
U06837,treatment,mobile,18-24,70,1,1,1,84310
U01004,control,desktop,25-34,99,0,0,0,0
U09100,treatment,mobile,25-34,100,0,0,0,0
U06563,treatment,mobile,25-34,94,0,0,0,0
U05615,treatment,desktop,35-44,89,1,1,1,233789
U04652,control,desktop,18-24,47,1,1,0,0
U05314,treatment,mobile,18-24,75,1,0,0,0
U01486,control,mobile,25-34,105,0,0,0,0
U07608,treatment,mobile,35-44,139,0,0,0,0
U01412,control,mobile,25-34,66,1,0,0,0
U09304,treatment,desktop,18-24,101,0,0,0,0
U00710,control,desktop,45+,71,0,0,0,0
U09807,treatment,tablet,25-34,112,0,0,0,0
U08043,treatment,mobile,25-34,90,0,0,0,0
U07212,treatment,desktop,18-24,158,0,0,0,0
U03077,control,tablet,25-34,117,0,0,0,0
U08315,treatment,desktop,25-34,78,1,0,0,0
U04102,control,mobile,35-44,38,0,0,0,0
U05115,treatment,mobile,35-44,163,1,1,0,0
U02723,control,desktop,18-24,108,0,0,0,0
U09360,treatment,mobile,25-34,101,1,0,0,0
U01269,control,desktop,25-34,103,0,0,0,0
U02463,control,desktop,45+,102,1,1,0,0
U05465,treatment,desktop,25-34,133,0,0,0,0
U00269,control,mobile,35-44,72,1,1,0,0
U03581,control,mobile,18-24,95,0,0,0,0
U05350,treatment,mobile,35-44,89,1,0,0,0
U07291,treatment,mobile,18-24,83,1,0,0,0
U05158,treatment,desktop,35-44,91,0,0,0,0
U06602,treatment,mobile,35-44,147,0,0,0,0
U02822,control,mobile,25-34,35,0,0,0,0
U05808,treatment,mobile,25-34,125,0,0,0,0
U00590,control,mobile,25-34,73,0,0,0,0
U05956,treatment,mobile,35-44,107,1,1,0,0
U05255,treatment,desktop,35-44,138,0,0,0,0
U06662,treatment,desktop,18-24,202,0,0,0,0
U07657,treatment,tablet,45+,115,1,0,0,0
U08726,treatment,tablet,35-44,116,1,1,1,206882
U06897,treatment,mobile,25-34,91,1,1,1,195389
U07595,treatment,desktop,35-44,66,0,0,0,0
U02029,control,mobile,25-34,115,0,0,0,0
U06819,treatment,tablet,35-44,72,0,0,0,0
U00678,control,mobile,18-24,65,0,0,0,0
U05764,treatment,mobile,25-34,136,0,0,0,0
U01233,control,mobile,25-34,102,0,0,0,0
U05297,treatment,mobile,25-34,100,0,0,0,0
U07104,treatment,tablet,18-24,77,0,0,0,0
U05035,treatment,mobile,25-34,113,1,1,1,239637
U05453,treatment,tablet,35-44,81,0,0,0,0
U02433,control,tablet,18-24,151,0,0,0,0
U06320,treatment,mobile,18-24,82,0,0,0,0
U06120,treatment,desktop,35-44,127,0,0,0,0
U09159,treatment,desktop,35-44,91,0,0,0,0
U09954,treatment,desktop,18-24,88,0,0,0,0
U00897,control,mobile,45+,79,1,0,0,0
U01612,control,desktop,35-44,64,1,0,0,0
U06475,treatment,desktop,35-44,125,0,0,0,0
U07662,treatment,mobile,25-34,141,0,0,0,0
U07461,treatment,mobile,35-44,144,1,0,0,0
U03807,control,mobile,25-34,72,0,0,0,0
U08274,treatment,mobile,18-24,75,0,0,0,0
U09452,treatment,desktop,18-24,164,0,0,0,0
U04702,control,mobile,18-24,91,0,0,0,0
U03962,control,mobile,25-34,64,0,0,0,0
U05418,treatment,mobile,25-34,98,1,1,1,50000
U00891,control,desktop,35-44,31,1,1,1,162748
U05000,control,mobile,18-24,118,1,1,0,0
U07507,treatment,mobile,25-34,138,1,1,1,213413
U07882,treatment,desktop,25-34,125,1,0,0,0
U05096,treatment,mobile,18-24,129,0,0,0,0
U06933,treatment,desktop,25-34,158,0,0,0,0
U09618,treatment,mobile,25-34,127,0,0,0,0
U02800,control,mobile,18-24,32,0,0,0,0
U00585,control,desktop,25-34,154,0,0,0,0
U03269,control,desktop,25-34,91,0,0,0,0
U03933,control,desktop,18-24,107,1,0,0,0
U01261,control,mobile,18-24,78,0,0,0,0
U06206,treatment,desktop,25-34,121,0,0,0,0
U00311,control,mobile,25-34,113,0,0,0,0
U07790,treatment,tablet,18-24,90,1,0,0,0
U06459,treatment,mobile,25-34,78,1,1,1,261859
U06207,treatment,mobile,18-24,127,1,1,1,185950
U05883,treatment,mobile,18-24,59,0,0,0,0
U04669,control,desktop,35-44,44,0,0,0,0
U04299,control,mobile,45+,69,1,1,1,97510
U03784,control,desktop,25-34,97,0,0,0,0
U01009,control,mobile,25-34,111,0,0,0,0
U08355,treatment,tablet,18-24,106,0,0,0,0
U02186,control,tablet,45+,100,0,0,0,0
U03624,control,desktop,35-44,67,1,1,0,0
U07040,treatment,mobile,18-24,103,0,0,0,0
U04923,control,mobile,25-34,100,1,0,0,0
U09674,treatment,desktop,25-34,144,0,0,0,0
U07951,treatment,desktop,25-34,84,1,0,0,0
U06126,treatment,mobile,18-24,119,0,0,0,0
U04757,control,mobile,18-24,135,1,1,1,50000
U05075,treatment,mobile,25-34,91,1,1,1,196247
U00091,control,mobile,18-24,131,0,0,0,0
U05975,treatment,desktop,25-34,58,1,0,0,0
U06419,treatment,mobile,45+,113,1,1,1,275455
U08641,treatment,desktop,45+,202,1,1,0,0
U08691,treatment,mobile,35-44,92,0,0,0,0
U02118,control,desktop,18-24,108,0,0,0,0
U02938,control,mobile,25-34,74,0,0,0,0
U06843,treatment,tablet,25-34,40,1,0,0,0
U00984,control,mobile,18-24,83,1,0,0,0
U07261,treatment,mobile,25-34,104,0,0,0,0
U09986,treatment,mobile,45+,112,0,0,0,0
U02926,control,desktop,18-24,86,1,1,0,0
U06062,treatment,desktop,18-24,154,1,1,1,243453
U03215,control,mobile,25-34,91,1,1,1,209317
U06448,treatment,desktop,45+,105,1,1,1,353864
U06780,treatment,desktop,35-44,127,0,0,0,0
U07039,treatment,desktop,18-24,128,0,0,0,0
U05664,treatment,mobile,18-24,72,1,1,1,182033
U00628,control,desktop,25-34,101,0,0,0,0
U08009,treatment,mobile,35-44,68,0,0,0,0
U05126,treatment,mobile,18-24,133,1,1,1,178807
U04766,control,tablet,18-24,75,0,0,0,0
U08144,treatment,mobile,25-34,118,0,0,0,0
U09595,treatment,desktop,25-34,117,0,0,0,0
U01270,control,mobile,25-34,105,0,0,0,0
U00129,control,mobile,25-34,46,0,0,0,0
U06113,treatment,desktop,25-34,106,0,0,0,0
U01712,control,mobile,18-24,114,0,0,0,0
U07863,treatment,mobile,45+,127,0,0,0,0
U04236,control,mobile,25-34,108,1,1,1,120372
U05193,treatment,tablet,25-34,117,0,0,0,0
U02399,control,desktop,25-34,127,0,0,0,0
U05435,treatment,desktop,25-34,156,0,0,0,0
U06058,treatment,desktop,45+,173,0,0,0,0
U09319,treatment,mobile,18-24,115,1,0,0,0
U01187,control,desktop,35-44,156,1,0,0,0
U06014,treatment,desktop,18-24,82,0,0,0,0
U09794,treatment,mobile,25-34,101,1,1,1,134835
U06015,treatment,mobile,25-34,120,1,1,1,180730
U01978,control,mobile,35-44,54,1,1,1,69229
U09888,treatment,desktop,35-44,115,1,1,1,240933
U04248,control,mobile,25-34,119,0,0,0,0
U07673,treatment,desktop,18-24,99,1,1,0,0
U00916,control,mobile,18-24,96,1,1,1,337071
U01306,control,desktop,25-34,43,0,0,0,0
U05456,treatment,mobile,18-24,93,1,1,1,271540
U03050,control,mobile,18-24,161,1,0,0,0
U09522,treatment,mobile,35-44,94,1,1,1,233963
U01274,control,mobile,25-34,60,0,0,0,0
U08056,treatment,desktop,18-24,137,1,1,1,244577
U02797,control,mobile,45+,136,1,1,1,78553
U01399,control,desktop,25-34,98,0,0,0,0
U03359,control,desktop,18-24,81,0,0,0,0
U00184,control,desktop,45+,118,0,0,0,0
U06868,treatment,mobile,18-24,98,1,0,0,0
U05696,treatment,desktop,35-44,124,0,0,0,0
U08836,treatment,mobile,45+,127,0,0,0,0
U09627,treatment,desktop,25-34,73,1,0,0,0
U06171,treatment,mobile,25-34,92,0,0,0,0
U06988,treatment,mobile,45+,103,1,1,0,0
U04568,control,mobile,35-44,107,0,0,0,0
U08956,treatment,mobile,25-34,133,0,0,0,0
U02657,control,desktop,35-44,103,0,0,0,0
U08310,treatment,mobile,25-34,160,0,0,0,0
